seqName	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	coverage
KF572751		55225	bad	3993	29104	30450	0.043821979308998636
KF572747		60025	bad	3945	29104	30450	0.043821979308998636
KF572748		65025	bad	3949	29104	30450	0.043821979308998636
KF572749		55225	bad	3985	29104	30450	0.043821979308998636
KF572750		57600	bad	3981	29104	30450	0.043821979308998636
KF572755		55225	bad	3985	29104	30450	0.043821979308998636
KF572752		55225	bad	3981	29104	30450	0.043821979308998636
KF572756		57600	bad	3989	29104	30450	0.043821979308998636
KF572754		57600	bad	3989	29104	30450	0.043821979308998636
KF572753		55225	bad	3989	29104	30450	0.043821979308998636
KF572760		55225	bad	3993	29104	30450	0.043821979308998636
KF572758		55225	bad	3993	29104	30450	0.043821979308998636
KF572757		57600	bad	3989	29104	30450	0.043821979308998636
KF572759		55225	bad	3985	29104	30450	0.043821979308998636
KF572761		55225	bad	3993	29104	30450	0.043821979308998636
KF572765		55225	bad	3989	29104	30450	0.043821979308998636
KF572762		55225	bad	3993	29104	30450	0.043821979308998636
KF572764		55225	bad	3993	29104	30450	0.043821979308998636
KF572763		55225	bad	3993	29104	30450	0.043821979308998636
KF572768		55225	bad	3993	29104	30450	0.043821979308998636
KF572767		55225	bad	3993	29104	30450	0.043821979308998636
KF572766		55225	bad	3993	29104	30450	0.043821979308998636
KF572769		55225	bad	3993	29104	30450	0.043821979308998636
KF572770		55225	bad	3993	29104	30450	0.043821979308998636
KF572774		55225	bad	3993	29104	30450	0.043821979308998636
KF572773		55225	bad	3993	29104	30450	0.043821979308998636
KF572771		55225	bad	3993	29104	30450	0.043821979308998636
KF572772		55225	bad	3993	29104	30450	0.043821979308998636
KF572775		55225	bad	3993	29104	30450	0.043821979308998636
KF572776		55225	bad	3993	29104	30450	0.043821979308998636
KF572778		55225	bad	3989	29104	30450	0.043821979308998636
KF572777		55225	bad	3993	29104	30450	0.043821979308998636
KF572779		55225	bad	3993	29104	30450	0.043821979308998636
KF572780		55225	bad	3989	29104	30450	0.043821979308998636
KF572781		55225	bad	3993	29104	30450	0.043821979308998636
KF572782		55225	bad	3993	29104	30450	0.043821979308998636
KF572783		55225	bad	3989	29104	30450	0.043821979308998636
KF572791		55225	bad	3993	29104	30450	0.043821979308998636
KF572788		55225	bad	3993	29104	30450	0.043821979308998636
KF572787		55225	bad	3993	29104	30450	0.043821979308998636
KF572784		55225	bad	3989	29104	30450	0.043821979308998636
KF572785		55225	bad	3993	29104	30450	0.043821979308998636
KF572786		55225	bad	3993	29104	30450	0.043821979308998636
KF572789		55225	bad	3993	29104	30450	0.043821979308998636
KF572790		55225	bad	3985	29104	30450	0.043821979308998636
KF572792		55225	bad	3989	29104	30450	0.043821979308998636
KF572793		55225	bad	3989	29104	30450	0.043821979308998636
KF572794		57600	bad	3989	29104	30450	0.043821979308998636
KF572800		55225	bad	3993	29104	30450	0.043821979308998636
KF572796		55225	bad	3993	29104	30450	0.043821979308998636
KF572795		55225	bad	3993	29104	30450	0.043821979308998636
KF572797		55225	bad	3985	29104	30450	0.043821979308998636
KF572801		55225	bad	3993	29104	30450	0.043821979308998636
KF572798		55225	bad	3989	29104	30450	0.043821979308998636
KF572799		55225	bad	3989	29104	30450	0.043821979308998636
KF572803		55225	bad	3993	29104	30450	0.043821979308998636
KF572802		55225	bad	3973	29104	30450	0.043821979308998636
KF572807		950629	bad	11800	23644	27729	0.1329299238727308
KF572806		940904	bad	11808	23644	27729	0.1329299238727308
KF572805		931229	bad	11808	23644	27729	0.1329299238727308
KF572804		940904	bad	11812	23644	27729	0.1329299238727308
KF572809		940904	bad	11812	23644	27729	0.1329299238727308
KF572808		912029	bad	11788	23644	27729	0.1329299238727308
KF572813		940904	bad	11824	23644	27729	0.1329299238727308
KF572812		931229	bad	11792	23644	27729	0.1329299238727308
KF572811		931229	bad	11808	23644	27729	0.1329299238727308
KF572810		931229	bad	11800	23644	27729	0.1329299238727308
KF572818		940904	bad	11772	23644	27729	0.1329299238727308
KF572814		940904	bad	11800	23644	27729	0.1329299238727308
KF572816		950629	bad	11796	23644	27729	0.1329299238727308
KF572815		960404	bad	11717	23644	27729	0.1329299238727308
KF572817		940904	bad	11776	23644	27729	0.1329299238727308
KF572819		950629	bad	11745	23644	27729	0.1329299238727308
KF572822		931229	bad	11713	23644	27729	0.1329299238727308
KF572820		950629	bad	11705	23644	27729	0.1329299238727308
KF572821		950629	bad	11729	23644	27729	0.1329299238727308
KF572823		970229	bad	11709	23644	27729	0.1329299238727308
KF572828		960404	bad	11733	23644	27729	0.1329299238727308
KF572825		960404	bad	11725	23644	27729	0.1329299238727308
KF572824		960404	bad	11737	23644	27729	0.1329299238727308
KF572826		960404	bad	11737	23644	27729	0.1329299238727308
KF572827		960404	bad	11725	23644	27729	0.1329299238727308
KF572829		950629	bad	11729	23644	27729	0.1329299238727308
KF572830		960404	bad	11733	23644	27729	0.1329299238727308
KF572832		960404	bad	11697	23644	27729	0.1329299238727308
KF572833		980104	bad	11721	23644	27729	0.1329299238727308
KF572831		980104	bad	11721	23644	27729	0.1329299238727308
KF572835		960404	bad	11733	23644	27729	0.1329299238727308
KF572834		960404	bad	11733	23644	27729	0.1329299238727308
KF572836		960404	bad	11737	23644	27729	0.1329299238727308
KF572837		970229	bad	11741	23644	27729	0.1329299238727308
KF572838		960404	bad	11733	23644	27729	0.1329299238727308
KF572839		960404	bad	11725	23644	27729	0.1329299238727308
KF572840		940904	bad	11760	23644	27729	0.1329299238727308
KF572841		960404	bad	11697	23644	27729	0.1329299238727308
KF572847		940904	bad	11741	23644	27729	0.1329299238727308
KF572842		950629	bad	11741	23644	27729	0.1329299238727308
KF572844		940904	bad	11741	23644	27729	0.1329299238727308
KF572843		940904	bad	11733	23644	27729	0.1329299238727308
KF572845		940904	bad	11729	23644	27729	0.1329299238727308
KF572846		950629	bad	11741	23644	27729	0.1329299238727308
KF572850		950629	bad	11741	23644	27729	0.1329299238727308
KF572848		940904	bad	11741	23644	27729	0.1329299238727308
KF572849		931229	bad	11713	23644	27729	0.1329299238727308
KF572854		950629	bad	11741	23644	27729	0.1329299238727308
KF572851		950629	bad	11741	23644	27729	0.1329299238727308
KF572852		950629	bad	11745	23644	27729	0.1329299238727308
KF572853		950629	bad	11741	23644	27729	0.1329299238727308
KF572855		940904	bad	11737	23644	27729	0.1329299238727308
KF572856		960404	bad	11733	23644	27729	0.1329299238727308
KF572857		940904	bad	11733	23644	27729	0.1329299238727308
KF572859		960404	bad	11729	23644	27729	0.1329299238727308
KF572860		940904	bad	11741	23644	27729	0.1329299238727308
KF572858		940904	bad	11697	23644	27729	0.1329299238727308
KF572861		950629	bad	11745	23644	27729	0.1329299238727308
KF572862		960404	bad	11725	23644	27729	0.1329299238727308
KF572863		950629	bad	11741	23644	27729	0.1329299238727308
KF572864		950629	bad	11741	23644	27729	0.1329299238727308
KF572871		960404	bad	11733	23644	27729	0.1329299238727308
KF572867		960404	bad	11733	23644	27729	0.1329299238727308
KF572865		960404	bad	11733	23644	27729	0.1329299238727308
KF572869		960404	bad	11733	23644	27729	0.1329299238727308
KF572866		960404	bad	11733	23644	27729	0.1329299238727308
KF572868		950629	bad	11733	23644	27729	0.1329299238727308
KF572870		970229	bad	11721	23644	27729	0.1329299238727308
KF572873		497025	bad	8309	13318	16100	0.09053939748845077
KF572872		960404	bad	11729	23644	27729	0.1329299238727308
KF572874		504100	bad	8289	13318	16100	0.09053939748845077
KF572876		490000	bad	8305	13318	16100	0.09053939748845077
KF572880		490000	bad	8305	13318	16100	0.09053939748845077
KF572878		497025	bad	8301	13318	16100	0.09053939748845077
KF572875		490000	bad	8305	13318	16100	0.09053939748845077
KF572879		490000	bad	8297	13318	16100	0.09053939748845077
KF572877		497025	bad	8305	13318	16100	0.09053939748845077
KF572881		497025	bad	8313	13318	16100	0.09053939748845077
KF572883		511225	bad	8305	13318	16100	0.09053939748845077
KF572885		497025	bad	8309	13318	16100	0.09053939748845077
KF572882		490000	bad	8301	13318	16100	0.09053939748845077
KF572884		497025	bad	8309	13318	16100	0.09053939748845077
KF572887		490000	bad	8309	13318	16100	0.09053939748845077
KF572886		497025	bad	8325	13318	16100	0.09053939748845077
KF572889		497025	bad	8313	13318	16100	0.09053939748845077
KF572888		497025	bad	8313	13318	16100	0.09053939748845077
KF572891		490000	bad	8313	13318	16100	0.09053939748845077
KF572892		497025	bad	8313	13318	16100	0.09053939748845077
KF572890		483025	bad	8309	13318	16100	0.09053939748845077
KF572898		490000	bad	8297	13318	16100	0.09053939748845077
KF572899		490000	bad	8297	13318	16100	0.09053939748845077
KF572895		497025	bad	8313	13318	16100	0.09053939748845077
KF572896		497025	bad	8317	13318	16100	0.09053939748845077
KF572897		497025	bad	8313	13318	16100	0.09053939748845077
KF572893		497025	bad	8305	13318	16100	0.09053939748845077
KF572894		490000	bad	8297	13318	16100	0.09053939748845077
KF572901		490000	bad	8305	13318	16100	0.09053939748845077
KF572900		497025	bad	8317	13318	16100	0.09053939748845077
KF572903		497025	bad	8305	13318	16100	0.09053939748845077
KF572908		497025	bad	8313	13318	16100	0.09053939748845077
KF572902		497025	bad	8301	13318	16100	0.09053939748845077
KF572904		490000	bad	8309	13318	16100	0.09053939748845077
KF572905		497025	bad	8309	13318	16100	0.09053939748845077
KF572906		497025	bad	8313	13318	16100	0.09053939748845077
KF572907		511225	bad	8317	13318	16100	0.09053939748845077
KF572909		490000	bad	8305	13318	16100	0.09053939748845077
KF572912		490000	bad	8313	13318	16100	0.09053939748845077
KF572910		490000	bad	8305	13318	16100	0.09053939748845077
KF572913		511225	bad	8317	13318	16100	0.09053939748845077
KF572914		497025	bad	8321	13318	16100	0.09053939748845077
KF572915		497025	bad	8317	13318	16100	0.09053939748845077
KF572916		497025	bad	8317	13318	16100	0.09053939748845077
KF572917		497025	bad	8317	13318	16100	0.09053939748845077
KF572918		497025	bad	8317	13318	16100	0.09053939748845077
KF572919		497025	bad	8317	13318	16100	0.09053939748845077
KF572924		497025	bad	8317	13318	16100	0.09053939748845077
KF572926		497025	bad	8317	13318	16100	0.09053939748845077
KF572925		497025	bad	8317	13318	16100	0.09053939748845077
KF572920		497025	bad	8317	13318	16100	0.09053939748845077
KF572911		504100	bad	8314	13318	21965	0.28134556574923547
KF572921		497025	bad	8317	13318	16100	0.09053939748845077
KF572923		497025	bad	8317	13318	16100	0.09053939748845077
KF572922		497025	bad	8317	13318	16100	0.09053939748845077
KF572928		497025	bad	8317	13318	16100	0.09053939748845077
KF572927		497025	bad	8317	13318	16100	0.09053939748845077
KF572929		497025	bad	8313	13318	16100	0.09053939748845077
KF572935		497025	bad	8317	13318	16100	0.09053939748845077
KF572930		497025	bad	8317	13318	16100	0.09053939748845077
KF572932		497025	bad	8317	13318	16100	0.09053939748845077
KF572931		497025	bad	8313	13318	16100	0.09053939748845077
KF572934		497025	bad	8317	13318	16100	0.09053939748845077
KF572933		504100	bad	8313	13318	16100	0.09053939748845077
KF572936		497025	bad	8313	13318	16100	0.09053939748845077
KF572938		497025	bad	8313	13318	16100	0.09053939748845077
KF572937		497025	bad	8313	13318	16100	0.09053939748845077
KF572939		490000	bad	8309	13318	16100	0.09053939748845077
KF572942		490000	bad	8305	13318	16100	0.09053939748845077
KF572941		490000	bad	8297	13318	16100	0.09053939748845077
KF572940		490000	bad	8301	13318	16100	0.09053939748845077
KF572943		490000	bad	8313	13318	16100	0.09053939748845077
KF572945		483025	bad	8293	13318	16100	0.09053939748845077
KF572944		490000	bad	8305	13318	16100	0.09053939748845077
KF572946		497025	bad	8313	13318	16100	0.09053939748845077
KF668030		34225	bad	2640	15591	16474	0.028759190578437115
KF572947		497025	bad	8317	13318	16100	0.09053939748845077
KF668031		104	bad	2796	15580	18008	0.0790227080486694
KF668028		34229	bad	2768	15591	18010	0.07872991085952241
KF923887		103734241	bad	90862	2	30738	0.9999674669789836
KF923888		103632416	bad	90854	2	30738	0.9999674669789836
KF923889		104244116	bad	90926	2	30738	0.9999674669789836
KF923886		103734241	bad	90826	2	30738	0.9999674669789836
KF923890		103632416	bad	90868	2	30738	0.9999674669789836
KF923891		103632416	bad	90856	2	30738	0.9999674669789836
KF923892		103327241	bad	90876	2	30738	0.9999674669789836
KF923893		103632416	bad	90776	2	30738	0.9999674669789836
KF923894		103428916	bad	90861	2	30738	0.9999674669789836
KF923896		104857616	bad	90802	2	30738	0.9999674669789836
KF923895		103428916	bad	90866	2	30738	0.9999674669789836
KF923898		104857616	bad	90834	2	30738	0.9999674669789836
KF923897		103124089	bad	90697	2	30738	0.9999674669789836
KF923899		104448416	bad	90919	2	30738	0.9999674669789836
KF923900		104244116	bad	90923	2	30738	0.9999674669789836
KF923902		103938041	bad	90764	2	30738	0.9999674669789836
KF923901		103428916	bad	90872	2	30738	0.9999674669789836
KF923903		103632416	bad	90752	2	30738	0.9999674669789836
KF923905		104550641	bad	90947	2	30738	0.9999674669789836
KF923904		103938041	bad	90792	2	30738	0.9999674669789836
KF923907		103428916	bad	90888	2	30738	0.9999674669789836
KF923908		103530641	bad	90840	2	30738	0.9999674669789836
KF923906		104755241	bad	90806	2	30738	0.9999674669789836
KF923910		103327241	bad	90864	2	30738	0.9999674669789836
KF923909		103836116	bad	90892	2	30738	0.9999674669789836
KF923911		103530641	bad	90884	2	30738	0.9999674669789836
KF923913		103124041	bad	90824	2	30738	0.9999674669789836
KF923915		103124041	bad	90844	2	30738	0.9999674669789836
KF923912		103327241	bad	90876	2	30738	0.9999674669789836
KF923916		104142041	bad	90844	2	30738	0.9999674669789836
KF923914		103734241	bad	90860	2	30738	0.9999674669789836
KF923918		103225616	bad	90772	2	30738	0.9999674669789836
KF923917		103938041	bad	90844	2	30738	0.9999674669789836
KF923920		103327241	bad	90868	2	30738	0.9999674669789836
KF963198		57600	bad	3997	29104	30450	0.043821979308998636
KF963197		62500	bad	4033	29104	30450	0.043821979308998636
KF963199		62500	bad	3961	29104	30450	0.043821979308998636
KF923919		103428916	bad	90884	2	30738	0.9999674669789836
KF963201		62500	bad	3965	29104	30450	0.043821979308998636
KF963200		57600	bad	3985	29104	30450	0.043821979308998636
KF923922		103530641	bad	90812	2	30738	0.9999674669789836
KF963203		55225	bad	3981	29104	30450	0.043821979308998636
KF963204		62500	bad	3961	29104	30450	0.043821979308998636
KF963202		57600	bad	3997	29104	30450	0.043821979308998636
KF963205		60025	bad	3985	29104	30450	0.043821979308998636
KF963206		62500	bad	3957	29104	30450	0.043821979308998636
KF963209		62500	bad	3953	29104	30450	0.043821979308998636
KF963207		62500	bad	3957	29104	30450	0.043821979308998636
KF923921		103836116	bad	90852	2	30738	0.9999674669789836
KF963208		55225	bad	3993	29104	30450	0.043821979308998636
KF963211		55225	bad	3981	29104	30450	0.043821979308998636
KF923923		103632416	bad	90812	2	30738	0.9999674669789836
KF963210		60025	bad	3977	29104	30450	0.043821979308998636
KF963212		57600	bad	3985	29104	30450	0.043821979308998636
KF963215		504100	bad	8317	13318	16100	0.09053939748845077
KF923925		103530641	bad	90784	2	30738	0.9999674669789836
KF923924		103530689	bad	90727	2	30738	0.9999674669789836
KF963214		504100	bad	8329	13318	16100	0.09053939748845077
KF963213		504100	bad	8349	13318	16100	0.09053939748845077
KF963219		497025	bad	8317	13318	16100	0.09053939748845077
KF963217		504100	bad	8313	13318	16100	0.09053939748845077
KF963216		497025	bad	8317	13318	16100	0.09053939748845077
KF963218		497025	bad	8317	13318	16100	0.09053939748845077
KF963220		504100	bad	8317	13318	16100	0.09053939748845077
KF963221		497025	bad	8317	13318	16100	0.09053939748845077
KF963224		497036.111111	bad	8309	13318	16100	0.09037673238336912
KF963222		497025	bad	8313	13318	16100	0.09053939748845077
KF963223		504100	bad	8317	13318	16100	0.09053939748845077
KF963225		504100	bad	8313	13318	16100	0.09053939748845077
KF963227		497025	bad	8301	13318	16100	0.09053939748845077
KF963228		497025	bad	8301	13318	16100	0.09053939748845077
KF963226		504100	bad	8313	13318	16100	0.09053939748845077
KF963229		980100	bad	12132	23644	27729	0.1329299238727308
KF963230		1000000	bad	11842	23644	27729	0.1329299238727308
KF963233		1010025	bad	11850	23644	27729	0.1329299238727308
KF963232		960400	bad	11823	23644	27729	0.1329299238727308
KF963231		1000000	bad	11847	23644	27729	0.1329299238727308
KF963234		960400	bad	11850	23644	27729	0.1329299238727308
KF963235		940904	bad	11800	23644	27729	0.1329299238727308
KF963236		1010025	bad	11842	23644	27729	0.1329299238727308
KF963237		940904	bad	11832	23644	27729	0.1329299238727308
KF963238		940904	bad	11808	23644	27729	0.1329299238727308
KF963239		940904	bad	11796	23644	27729	0.1329299238727308
KF963244		940904	bad	11694	23644	27729	0.1329299238727308
KF963241		940904	bad	11804	23644	27729	0.1329299238727308
KF963240		960404	bad	11717	23644	27729	0.1329299238727308
KF963242		960404	bad	11721	23644	27729	0.1329299238727308
KJ768622		12104	bad	1403	23644	24145	0.01633157655019845
KF963243		960404	bad	11702	23644	27729	0.1329299238727308
KJ768625		12104	bad	1368	23644	24132	0.01590864727698614
KJ768624		13229	bad	1418	23644	24150	0.016494241655280108
KJ768626		13241	bad	1421	23644	24223	0.018869152189472313
KJ768629		12104	bad	1371	23644	24133	0.015941180298002473
KJ768628		12104	bad	1371	23644	24133	0.015941180298002473
KJ768630		12104	bad	1371	23644	24133	0.015941180298002473
KJ768623		13229	bad	1421	23644	28023	0.14249463205153232
KJ768631		12116	bad	1400	23644	24146	0.016364109571214782
KJ768632		12116	bad	1400	23644	24146	0.016364109571214782
KJ796464		12104	bad	1398	23644	24142	0.016233977487149456
KJ866145		60029	bad	2555	24787	25980	0.0388444270934999
KJ866099		13225	bad	1269	15171	15601	0.014021732058038909
KJ866100		13225	bad	1269	15171	15601	0.014021732058038909
KJ866101		13225	bad	1269	15171	15601	0.014021732058038909
KJ768627		12116	bad	1412	23644	26406	0.08988873706812414
KJ866146		60029	bad	2555	24787	25980	0.0388444270934999
KJ866147		60029	bad	2555	24787	25980	0.0388444270934999
KM077094		27225	bad	2277	23677	24483	0.026254147960179584
KM077098		27225	bad	2281	23677	24483	0.026254147960179584
KM077095		27225	bad	2265	23677	24483	0.026254147960179584
KM077096		27225	bad	2281	23677	24483	0.026254147960179584
KM077097		27225	bad	2281	23677	24483	0.026254147960179584
KM077099		27225	bad	2281	23677	24483	0.026254147960179584
KM077100		27225	bad	2281	23677	24483	0.026254147960179584
KM077105		27225	bad	2265	23677	24483	0.026254147960179584
KM077106		28900	bad	2281	23677	24483	0.026254147960179584
KM077102		27225	bad	2277	23677	24483	0.026254147960179584
KM077101		27225	bad	2281	23677	24483	0.026254147960179584
KM077103		27225	bad	2277	23677	24483	0.026254147960179584
KM077104		27225	bad	2277	23677	24483	0.026254147960179584
KM077107		28900	bad	2281	23677	24483	0.026254147960179584
KM077108		32400	bad	2317	23677	24483	0.026254147960179584
KM077113		34225	bad	2281	23677	24483	0.026254147960179584
KM077114		34225	bad	2265	23677	24483	0.026254147960179584
KM077110		34225	bad	2289	23677	24483	0.026254147960179584
KM077111		34225	bad	2289	23677	24483	0.026254147960179584
KM077109		32400	bad	2285	23677	24483	0.026254147960179584
KM077112		34225	bad	2289	23677	24483	0.026254147960179584
KM077115		34225	bad	2269	23677	24483	0.026254147960179584
KM077116		34225	bad	2269	23677	24483	0.026254147960179584
KM077121		30625	bad	2265	23677	24483	0.026254147960179584
KM077117		34225	bad	2269	23677	24483	0.026254147960179584
KM077119		34225	bad	2277	23677	24483	0.026254147960179584
KM077118		34225	bad	2273	23677	24483	0.026254147960179584
KM077120		34225	bad	2259	23677	24483	0.026254147960179584
KM077122		30625	bad	2277	23677	24483	0.026254147960179584
KM077123		30625	bad	2273	23677	24483	0.026254147960179584
KM077124		30625	bad	2269	23677	24483	0.026254147960179584
KM077126		27225	bad	2273	23677	24483	0.026254147960179584
KM077127		27225	bad	2277	23677	24483	0.026254147960179584
KM077125		30625	bad	2265	23677	24483	0.026254147960179584
KJ958219		103530641	bad	90767	1	30738	1
KM676093		10000	bad	1076	15156	15515	0.011711887565879368
KM676094		10000	bad	1076	15156	15515	0.011711887565879368
KM676095		10000	bad	1076	15156	15515	0.011711887565879368
KJ958218		103632416	bad	90751	1	30738	1
KM676096		10000	bad	1064	15156	15515	0.011711887565879368
KM676097		10000	bad	1076	15156	15515	0.011711887565879368
KM676100		10000	bad	1064	15156	15515	0.011711887565879368
KM676101		10000	bad	1064	15156	15515	0.011711887565879368
KM676098		10000	bad	1068	15156	15515	0.011711887565879368
KM676099		10000	bad	1064	15156	15515	0.011711887565879368
KM676102		10000	bad	1064	15156	15515	0.011711887565879368
KM676106		10000	bad	1064	15156	15515	0.011711887565879368
KM676107		10000	bad	1068	15156	15515	0.011711887565879368
KM676104		10000	bad	1068	15156	15515	0.011711887565879368
KM676108		10000	bad	1064	15156	15515	0.011711887565879368
KM676111		10000	bad	1064	15156	15515	0.011711887565879368
KM676103		10000	bad	1068	15156	15515	0.011711887565879368
KM676112		10000	bad	1080	15156	15515	0.011711887565879368
KM676109		10000	bad	1076	15156	15515	0.011711887565879368
KM676110		10000	bad	1056	15156	15515	0.011711887565879368
KM676115		10000	bad	1076	15156	15515	0.011711887565879368
KM676113		10000	bad	1072	15156	15515	0.011711887565879368
KM676114		10000	bad	1064	15156	15515	0.011711887565879368
KM676116		10000	bad	1080	15156	15515	0.011711887565879368
KM676117		10000	bad	1076	15156	15515	0.011711887565879368
KM676118		10000	bad	1076	15156	15515	0.011711887565879368
KM676119		10000	bad	1076	15156	15515	0.011711887565879368
KM676120		10000	bad	1068	15156	15515	0.011711887565879368
KM676126		10000	bad	1072	15156	15515	0.011711887565879368
KM676121		10000	bad	1064	15156	15515	0.011711887565879368
KM676122		10000	bad	1076	15156	15515	0.011711887565879368
KM676123		10000	bad	1072	15156	15515	0.011711887565879368
KM676105		7225	bad	1053	15156	19259	0.13351551825102478
KM676124		10000	bad	1060	15156	15515	0.011711887565879368
KM676125		10000	bad	1068	15156	15515	0.011711887565879368
KP112159							
KM676128		10000	bad	1068	15156	15515	0.011711887565879368
KP112161							
KM676127		10000	bad	1064	15156	15515	0.011711887565879368
KM676129		9025	bad	1072	15156	15515	0.011711887565879368
KM676130		10000	bad	1072	15156	15515	0.011711887565879368
KM676131		10000	bad	1076	15156	15515	0.011711887565879368
KM676132		10000	bad	1076	15156	15515	0.011711887565879368
KP112163		15629	bad	1316	15142	15775	0.02062593532435422
KP112164		4	good	1279	15120	15772	0.021244062723664518
KP113656		18225	bad	1813	29374	30000	0.0203982041772399
KP113657		9025	bad	1192	29551	29994	0.01444466133125122
KP112167		14404	bad	1307	15142	15772	0.020528336261305225
KP128899							
KP112168		25616	bad	1896	14884	22761	0.25629513956666017
KP128900		16900	bad	2000	29326	29997	0.021862190122974818
KP128901		16900	bad	2000	29326	29997	0.021862190122974818
KP112165		4	good	1893	14888	16635	0.0568677207365476
KP128902		16900	bad	2000	29326	29997	0.021862190122974818
KP112160		404	bad	473	14943	19539	0.14955429761207625
KP112158		404	bad	469	14943	19539	0.14955429761207625
KP128905		18225	bad	2016	29326	29997	0.021862190122974818
KP128903		19600	bad	1992	29326	29997	0.021862190122974818
KP128904		18225	bad	1996	29326	29997	0.021862190122974818
KP128906		18225	bad	2012	29326	29997	0.021862190122974818
KP128907		18225	bad	2008	29326	29997	0.021862190122974818
KP128908		18225	bad	1940	29326	29997	0.021862190122974818
KP128909		16900	bad	2000	29326	29997	0.021862190122974818
KP128911		18225	bad	2016	29326	29997	0.021862190122974818
KP128910		18225	bad	1996	29326	29997	0.021862190122974818
KP128912		18225	bad	2008	29326	29997	0.021862190122974818
KP128913		16900	bad	2000	29326	29997	0.021862190122974818
KP128915		15625	bad	1972	29326	29997	0.021862190122974818
KP128914		19600	bad	1976	29326	29997	0.021862190122974818
KP112166		14404	bad	1318	15142	19107	0.12902596135077105
KP347637		11025	bad	1027	15147	15515	0.012004684755026352
KR055576		476100	bad	3425	6169	7329	0.0377057713579283
KP112162		4	good	1916	14905	20691	0.18826859262151083
KR055577		476100	bad	3431	6169	7329	0.03777083739996096
KR055578		476100	bad	3431	6169	7329	0.03777083739996096
KR055579		476100	bad	3431	6169	7329	0.03777083739996096
KR055581		476100	bad	3431	6169	7329	0.03777083739996096
KR055580		462400	bad	3362	6192	7329	0.037022577916585336
KR055586		476100	bad	3431	6169	7329	0.03777083739996096
KR055582		462400	bad	3366	6192	7329	0.037022577916585336
KR055583		476100	bad	3419	6169	7329	0.03777083739996096
KR055584		476100	bad	3431	6169	7329	0.03777083739996096
KR055585		476100	bad	3427	6169	7329	0.03777083739996096
KP198611		102819636	bad	90852	2	30738	0.9999674669789836
KR055587		476100	bad	3431	6169	7329	0.03777083739996096
KR055588		476100	bad	3427	6169	7329	0.03777083739996096
KR055589		476100	bad	3431	6169	7329	0.03777083739996096
KR055590		476100	bad	3431	6169	7329	0.03777083739996096
KR055591		476100	bad	3431	6169	7329	0.03777083739996096
KP198610		103022536	bad	90808	2	30738	0.9999674669789836
KR055592		476100	bad	3427	6169	7329	0.03777083739996096
KR055599		57600	bad	3968	29104	30447	0.043724380245949636
KR055598		476100	bad	3427	6169	7329	0.03777083739996096
KR055593		476100	bad	3431	6169	7329	0.03777083739996096
KR055594		476100	bad	3431	6169	7329	0.03777083739996096
KR055600		55225	bad	3976	29104	30447	0.043724380245949636
KR055595		476100	bad	3431	6169	7329	0.03777083739996096
KR055602		57600	bad	3964	29104	30447	0.043724380245949636
KR055601		60025	bad	3976	29104	30447	0.043724380245949636
KR055597		476100	bad	3427	6169	7329	0.03777083739996096
KR055596		360000	bad	2927	6231	7223	0.032305289869217255
KR055603		57600	bad	3972	29104	30447	0.043724380245949636
KR055604		57600	bad	3980	29104	30447	0.043724380245949636
KR055608		57600	bad	3980	29104	30447	0.043724380245949636
KR055606		57600	bad	3964	29104	30447	0.043724380245949636
KR055609		57600	bad	3976	29104	30447	0.043724380245949636
KR055610		60025	bad	3976	29104	30447	0.043724380245949636
KR055613		62500	bad	3968	29104	30447	0.043724380245949636
KR055612		57600	bad	3976	29104	30447	0.043724380245949636
KR055611		57600	bad	3980	29104	30447	0.043724380245949636
KR055605		57600	bad	3980	29104	30447	0.043724380245949636
KR055607		57600	bad	3968	29104	30447	0.043724380245949636
KR055616		57600	bad	3980	29104	30447	0.043724380245949636
KR055615		57600	bad	3968	29104	30447	0.043724380245949636
KR055614		57600	bad	3972	29104	30447	0.043724380245949636
KR055620		57600	bad	3968	29104	30447	0.043724380245949636
KR055619		57600	bad	3972	29104	30447	0.043724380245949636
KR055618		57600	bad	3976	29104	30447	0.043724380245949636
KR055621		57600	bad	3968	29104	30447	0.043724380245949636
KR055617		57600	bad	3976	29104	30447	0.043724380245949636
KR055622		40000	bad	2400	24037	24884	0.027588001821849176
KR055625		36100	bad	2329	24055	24873	0.02664454421237556
KR055623		34225	bad	2428	24037	24884	0.027588001821849176
KR055628		34225	bad	2408	24037	24884	0.027588001821849176
KR055626		34225	bad	2408	24037	24884	0.027588001821849176
KR055627		34225	bad	2408	24037	24884	0.027588001821849176
KR055624		34225	bad	2408	24037	24884	0.027588001821849176
KR055629		38025	bad	2420	24037	24884	0.027588001821849176
KR055633		36100	bad	2428	24037	24884	0.027588001821849176
KR055632		38025	bad	2420	24037	24884	0.027588001821849176
KR055630		32400	bad	2321	24055	24873	0.02664454421237556
KR055631		36100	bad	2432	24037	24884	0.027588001821849176
KR055638		36100	bad	2436	24037	24884	0.027588001821849176
KR055634		32400	bad	2321	24055	24873	0.02664454421237556
KR055636		34225	bad	2408	24037	24884	0.027588001821849176
KR055635		34225	bad	2408	24037	24884	0.027588001821849176
KR055639		34225	bad	2408	24037	24884	0.027588001821849176
KR055637		38025	bad	2337	24055	24873	0.02664454421237556
