seqName	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	coverage
KF572783		0	good	3989	29104	30450	0.043821979308998636
KF572787		0	good	3993	29104	30450	0.043821979308998636
KF572785		0	good	3993	29104	30450	0.043821979308998636
KF572786		0	good	3993	29104	30450	0.043821979308998636
KF572784		0	good	3989	29104	30450	0.043821979308998636
KF572789		0	good	3993	29104	30450	0.043821979308998636
KF572788		0	good	3993	29104	30450	0.043821979308998636
KF572790		0	good	3985	29104	30450	0.043821979308998636
KF572791		0	good	3993	29104	30450	0.043821979308998636
KF572797		0	good	3985	29104	30450	0.043821979308998636
KF572796		0	good	3993	29104	30450	0.043821979308998636
KF572794		0	good	3989	29104	30450	0.043821979308998636
KF572792		0	good	3989	29104	30450	0.043821979308998636
KF572793		0	good	3989	29104	30450	0.043821979308998636
KF572795		0	good	3993	29104	30450	0.043821979308998636
KF572800		0	good	3993	29104	30450	0.043821979308998636
KF572803		0	good	3993	29104	30450	0.043821979308998636
KF572799		0	good	3989	29104	30450	0.043821979308998636
KF572801		0	good	3993	29104	30450	0.043821979308998636
KF572798		0	good	3989	29104	30450	0.043821979308998636
KF572802		0	good	3973	29104	30450	0.043821979308998636
KF572806		4	good	11807	23644	27729	0.1329299238727308
KF572807		4	good	11800	23644	27729	0.1329299238727308
KF572805		4	good	11807	23644	27729	0.1329299238727308
KF572804		4	good	11811	23644	27729	0.1329299238727308
KF572809		4	good	11811	23644	27729	0.1329299238727308
KF572810		4	good	11799	23644	27729	0.1329299238727308
KF572808		4	good	11787	23644	27729	0.1329299238727308
KF572811		4	good	11807	23644	27729	0.1329299238727308
KF572812		4	good	11791	23644	27729	0.1329299238727308
KF572813		4	good	11823	23644	27729	0.1329299238727308
KF572814		4	good	11799	23644	27729	0.1329299238727308
KF572818		0	good	11772	23644	27729	0.1329299238727308
KF572815		0	good	11717	23644	27729	0.1329299238727308
KF572820		0	good	11705	23644	27729	0.1329299238727308
KF572816		0	good	11795	23644	27729	0.1329299238727308
KF572817		0	good	11776	23644	27729	0.1329299238727308
KF572819		0	good	11745	23644	27729	0.1329299238727308
KF572821		0	good	11729	23644	27729	0.1329299238727308
KF572822		0	good	11713	23644	27729	0.1329299238727308
KF572823		0	good	11709	23644	27729	0.1329299238727308
KF572824		0	good	11737	23644	27729	0.1329299238727308
KF572825		0	good	11725	23644	27729	0.1329299238727308
KF572826		0	good	11737	23644	27729	0.1329299238727308
KF572828		0	good	11733	23644	27729	0.1329299238727308
KF572827		0	good	11725	23644	27729	0.1329299238727308
KF572829		0	good	11729	23644	27729	0.1329299238727308
KF572830		0	good	11733	23644	27729	0.1329299238727308
KF572831		0	good	11721	23644	27729	0.1329299238727308
KF572833		0	good	11721	23644	27729	0.1329299238727308
KF572832		0	good	11697	23644	27729	0.1329299238727308
KF572834		0	good	11733	23644	27729	0.1329299238727308
KF572836		0	good	11737	23644	27729	0.1329299238727308
KF572835		0	good	11733	23644	27729	0.1329299238727308
KF572837		0	good	11741	23644	27729	0.1329299238727308
KF572838		0	good	11733	23644	27729	0.1329299238727308
KF572839		0	good	11725	23644	27729	0.1329299238727308
KF572840		0	good	11760	23644	27729	0.1329299238727308
KF572841		0	good	11697	23644	27729	0.1329299238727308
KF572845		0	good	11729	23644	27729	0.1329299238727308
KF572844		0	good	11741	23644	27729	0.1329299238727308
KF572842		0	good	11741	23644	27729	0.1329299238727308
KF572843		0	good	11733	23644	27729	0.1329299238727308
KF572847		0	good	11741	23644	27729	0.1329299238727308
KF572848		0	good	11741	23644	27729	0.1329299238727308
KF572846		0	good	11741	23644	27729	0.1329299238727308
KF572849		0	good	11713	23644	27729	0.1329299238727308
KF572850		0	good	11741	23644	27729	0.1329299238727308
KF572851		0	good	11741	23644	27729	0.1329299238727308
KF572857		0	good	11733	23644	27729	0.1329299238727308
KF572852		0	good	11745	23644	27729	0.1329299238727308
KF572853		0	good	11741	23644	27729	0.1329299238727308
KF572855		0	good	11737	23644	27729	0.1329299238727308
KF572854		0	good	11741	23644	27729	0.1329299238727308
KF572856		0	good	11733	23644	27729	0.1329299238727308
KF572858		0	good	11697	23644	27729	0.1329299238727308
KF572860		0	good	11741	23644	27729	0.1329299238727308
KF572859		0	good	11729	23644	27729	0.1329299238727308
KF572862		0	good	11725	23644	27729	0.1329299238727308
KF572861		0	good	11745	23644	27729	0.1329299238727308
KF572863		0	good	11741	23644	27729	0.1329299238727308
KF572864		0	good	11741	23644	27729	0.1329299238727308
KF572867		0	good	11733	23644	27729	0.1329299238727308
KF572865		0	good	11733	23644	27729	0.1329299238727308
KF572866		0	good	11733	23644	27729	0.1329299238727308
KF572868		0	good	11733	23644	27729	0.1329299238727308
KF572869		0	good	11733	23644	27729	0.1329299238727308
KF572870		0	good	11721	23644	27729	0.1329299238727308
KF572871		0	good	11733	23644	27729	0.1329299238727308
KF572873		0	good	8309	13318	16100	0.09053939748845077
KF572872		0	good	11729	23644	27729	0.1329299238727308
KF572877		0	good	8305	13318	16100	0.09053939748845077
KF572875		0	good	8305	13318	16100	0.09053939748845077
KF572874		0	good	8289	13318	16100	0.09053939748845077
KF572879		0	good	8297	13318	16100	0.09053939748845077
KF572876		0	good	8305	13318	16100	0.09053939748845077
KF572878		0	good	8301	13318	16100	0.09053939748845077
KF572880		0	good	8305	13318	16100	0.09053939748845077
KF572882		0	good	8301	13318	16100	0.09053939748845077
KF572881		0	good	8313	13318	16100	0.09053939748845077
KF572883		0	good	8305	13318	16100	0.09053939748845077
KF572884		0	good	8309	13318	16100	0.09053939748845077
KF572887		0	good	8309	13318	16100	0.09053939748845077
KF572886		0	good	8325	13318	16100	0.09053939748845077
KF572885		0	good	8309	13318	16100	0.09053939748845077
KF572889		0	good	8313	13318	16100	0.09053939748845077
KF572888		0	good	8313	13318	16100	0.09053939748845077
KF572890		0	good	8309	13318	16100	0.09053939748845077
KF572891		0	good	8313	13318	16100	0.09053939748845077
KF572893		0	good	8305	13318	16100	0.09053939748845077
KF572892		0	good	8313	13318	16100	0.09053939748845077
KF572897		0	good	8313	13318	16100	0.09053939748845077
KF572896		0	good	8317	13318	16100	0.09053939748845077
KF572894		0	good	8297	13318	16100	0.09053939748845077
KF572895		0	good	8313	13318	16100	0.09053939748845077
KF572899		0	good	8297	13318	16100	0.09053939748845077
KF572898		0	good	8297	13318	16100	0.09053939748845077
KF572900		0	good	8317	13318	16100	0.09053939748845077
KF572901		0	good	8305	13318	16100	0.09053939748845077
KF572902		0	good	8301	13318	16100	0.09053939748845077
KF572903		0	good	8305	13318	16100	0.09053939748845077
KF572904		0	good	8309	13318	16100	0.09053939748845077
KF572905		0	good	8309	13318	16100	0.09053939748845077
KF572906		0	good	8313	13318	16100	0.09053939748845077
KF572907		0	good	8317	13318	16100	0.09053939748845077
KF572908		0	good	8313	13318	16100	0.09053939748845077
KF572909		0	good	8305	13318	16100	0.09053939748845077
KF572910		0	good	8305	13318	16100	0.09053939748845077
KF572911		0	good	8313	13318	16100	0.09053939748845077
KF572914		0	good	8321	13318	16100	0.09053939748845077
KF572913		0	good	8317	13318	16100	0.09053939748845077
KF572912		0	good	8313	13318	16100	0.09053939748845077
KF572917		0	good	8317	13318	16100	0.09053939748845077
KF572916		0	good	8317	13318	16100	0.09053939748845077
KF572915		0	good	8317	13318	16100	0.09053939748845077
KF572918		0	good	8317	13318	16100	0.09053939748845077
KF572919		0	good	8317	13318	16100	0.09053939748845077
KF572920		0	good	8317	13318	16100	0.09053939748845077
KF572922		0	good	8317	13318	16100	0.09053939748845077
KF572921		0	good	8317	13318	16100	0.09053939748845077
KF572923		0	good	8317	13318	16100	0.09053939748845077
KF572924		0	good	8317	13318	16100	0.09053939748845077
KF572925		0	good	8317	13318	16100	0.09053939748845077
KF572927		0	good	8317	13318	16100	0.09053939748845077
KF572926		0	good	8317	13318	16100	0.09053939748845077
KF572929		0	good	8313	13318	16100	0.09053939748845077
KF572928		0	good	8317	13318	16100	0.09053939748845077
KF572930		0	good	8317	13318	16100	0.09053939748845077
KF572931		0	good	8313	13318	16100	0.09053939748845077
KF572934		0	good	8317	13318	16100	0.09053939748845077
KF572932		0	good	8317	13318	16100	0.09053939748845077
KF572933		0	good	8313	13318	16100	0.09053939748845077
KF572936		0	good	8313	13318	16100	0.09053939748845077
KF572935		0	good	8317	13318	16100	0.09053939748845077
KF572940		0	good	8301	13318	16100	0.09053939748845077
KF572937		0	good	8313	13318	16100	0.09053939748845077
KF572939		0	good	8309	13318	16100	0.09053939748845077
KF572938		0	good	8313	13318	16100	0.09053939748845077
KF572941		0	good	8297	13318	16100	0.09053939748845077
KF572943		0	good	8313	13318	16100	0.09053939748845077
KF572942		0	good	8305	13318	16100	0.09053939748845077
KF572945		0	good	8293	13318	16100	0.09053939748845077
KF572944		0	good	8305	13318	16100	0.09053939748845077
KF572946		0	good	8313	13318	16100	0.09053939748845077
KF572947		0	good	8317	13318	16100	0.09053939748845077
KF668030		0	good	2640	15591	16474	0.028759190578437115
KF668031		4	good	2796	15580	26503	0.35539072158240614
KF668028		4	good	2767	15591	18010	0.07872991085952241
KF923887		16	good	90862	2	30738	0.9999674669789836
KF923886		16	good	90826	2	30738	0.9999674669789836
KF923890		4	good	90869	2	30738	0.9999674669789836
KF923888		16	good	90854	2	30738	0.9999674669789836
KF923889		16	good	90927	2	30738	0.9999674669789836
KF923891		4	good	90857	2	30738	0.9999674669789836
KF923892		4	good	90877	2	30738	0.9999674669789836
KF923893		4	good	90777	2	30738	0.9999674669789836
KF923894		4	good	90862	2	30738	0.9999674669789836
KF923895		4	good	90866	2	30738	0.9999674669789836
KF923896		16	good	90801	2	30738	0.9999674669789836
KF923897		36	mediocre	90700	2	30738	0.9999674669789836
KF923899		4	good	90920	2	30738	0.9999674669789836
KF923902		4	good	90765	2	30738	0.9999674669789836
KF923900		4	good	90924	2	30738	0.9999674669789836
KF923898		16	good	90834	2	30738	0.9999674669789836
KF923901		4	good	90873	2	30738	0.9999674669789836
KF923903		4	good	90753	2	30738	0.9999674669789836
KF923904		4	good	90793	2	30738	0.9999674669789836
KF923907		4	good	90889	2	30738	0.9999674669789836
KF923908		4	good	90841	2	30738	0.9999674669789836
KF923905		4	good	90948	2	30738	0.9999674669789836
KF923906		16	good	90805	2	30738	0.9999674669789836
KF923909		4	good	90893	2	30738	0.9999674669789836
KF923910		4	good	90865	2	30738	0.9999674669789836
KF923911		4	good	90885	2	30738	0.9999674669789836
KF923912		4	good	90877	2	30738	0.9999674669789836
KF923913		4	good	90825	2	30738	0.9999674669789836
KF923915		4	good	90845	2	30738	0.9999674669789836
KF923914		4	good	90861	2	30738	0.9999674669789836
KF923917		4	good	90845	2	30738	0.9999674669789836
KF923916		4	good	90845	2	30738	0.9999674669789836
KF923919		4	good	90885	2	30738	0.9999674669789836
KF963197		0	good	4033	29104	30450	0.043821979308998636
KF923918		4	good	90773	2	30738	0.9999674669789836
KF923920		4	good	90869	2	30738	0.9999674669789836
KF923922		4	good	90813	2	30738	0.9999674669789836
KF923921		4	good	90853	2	30738	0.9999674669789836
KF963198		0	good	3997	29104	30450	0.043821979308998636
KF963201		0	good	3965	29104	30450	0.043821979308998636
KF963199		0	good	3961	29104	30450	0.043821979308998636
KF963200		0	good	3985	29104	30450	0.043821979308998636
KF963204		0	good	3961	29104	30450	0.043821979308998636
KF923923		4	good	90813	2	30738	0.9999674669789836
KF963202		0	good	3997	29104	30450	0.043821979308998636
KF963203		0	good	3981	29104	30450	0.043821979308998636
KF963205		0	good	3985	29104	30450	0.043821979308998636
KF963207		0	good	3957	29104	30450	0.043821979308998636
KF963206		0	good	3957	29104	30450	0.043821979308998636
KF963208		0	good	3993	29104	30450	0.043821979308998636
KF963209		0	good	3953	29104	30450	0.043821979308998636
KF963210		0	good	3977	29104	30450	0.043821979308998636
KF963211		0	good	3981	29104	30450	0.043821979308998636
KF963212		0	good	3985	29104	30450	0.043821979308998636
KF963213		0	good	8349	13318	16100	0.09053939748845077
KF923924		16	good	90726	2	30738	0.9999674669789836
KF963215		0	good	8317	13318	16100	0.09053939748845077
KF963216		0	good	8317	13318	16100	0.09053939748845077
KF963214		0	good	8329	13318	16100	0.09053939748845077
KF963217		0	good	8313	13318	16100	0.09053939748845077
KF963218		0	good	8317	13318	16100	0.09053939748845077
KF963219		0	good	8317	13318	16100	0.09053939748845077
KF923925		4	good	90785	2	30738	0.9999674669789836
KF963222		0	good	8313	13318	16100	0.09053939748845077
KF963221		0	good	8317	13318	16100	0.09053939748845077
KF963220		0	good	8317	13318	16100	0.09053939748845077
KF963223		0	good	8317	13318	16100	0.09053939748845077
KF963224		11.111111	good	8309	13318	16100	0.09037673238336912
KF963228		0	good	8301	13318	16100	0.09053939748845077
KF963229		0	good	12132	23644	27729	0.1329299238727308
KF963225		0	good	8313	13318	16100	0.09053939748845077
KF963226		0	good	8313	13318	16100	0.09053939748845077
KF963230		0	good	11842	23644	27729	0.1329299238727308
KF963233		0	good	11850	23644	27729	0.1329299238727308
KF963227		0	good	8301	13318	16100	0.09053939748845077
KF963234		0	good	11849	23644	27729	0.1329299238727308
KF963231		0	good	11848	23644	27729	0.1329299238727308
KF963232		0	good	11824	23644	27729	0.1329299238727308
KF963235		0	good	11800	23644	27729	0.1329299238727308
KF963236		0	good	11842	23644	27729	0.1329299238727308
KF963238		4	good	11807	23644	27729	0.1329299238727308
KF963242		0	good	11721	23644	27729	0.1329299238727308
KF963237		4	good	11832	23644	27729	0.1329299238727308
KF963239		4	good	11795	23644	27729	0.1329299238727308
KF963240		0	good	11717	23644	27729	0.1329299238727308
KF963241		4	good	11803	23644	27729	0.1329299238727308
KJ768622		0	good	1402	23644	24145	0.01633157655019845
KF963243		0	good	11701	23644	27729	0.1329299238727308
KJ768624		0	good	1417	23644	24150	0.016494241655280108
KJ768625		0	good	1367	23644	24132	0.01590864727698614
KF963244		0	good	11693	23644	27729	0.1329299238727308
KJ768628		0	good	1370	23644	24133	0.015941180298002473
KJ768626		4	good	1420	23644	25183	0.050100852365150626
KJ768629		0	good	1370	23644	24133	0.015941180298002473
KJ768623		0	good	1420	23644	28023	0.14249463205153232
KJ768630		0	good	1370	23644	24133	0.015941180298002473
KJ768632		4	good	1399	23644	24263	0.020170473030125577
KJ768631		4	good	1399	23644	24263	0.020170473030125577
KJ796464		0	good	1397	23644	24142	0.016233977487149456
KJ866146		0	good	2554	24787	25714	0.030190643503155704
KJ866099		0	good	1269	15171	15601	0.014021732058038909
KJ768627		4	good	1411	23644	26406	0.08988873706812414
KJ866145		0	good	2554	24787	25714	0.030190643503155704
KJ866100		0	good	1269	15171	15601	0.014021732058038909
KJ866147		0	good	2554	24787	25714	0.030190643503155704
KJ866101		0	good	1269	15171	15601	0.014021732058038909
KM077094		0	good	2278	23677	24483	0.026254147960179584
KM077100		0	good	2282	23677	24483	0.026254147960179584
KM077095		0	good	2266	23677	24483	0.026254147960179584
KM077097		0	good	2282	23677	24483	0.026254147960179584
KM077096		0	good	2282	23677	24483	0.026254147960179584
KM077098		0	good	2282	23677	24483	0.026254147960179584
KM077099		0	good	2282	23677	24483	0.026254147960179584
KM077104		0	good	2278	23677	24483	0.026254147960179584
KM077101		0	good	2282	23677	24483	0.026254147960179584
KM077102		0	good	2278	23677	24483	0.026254147960179584
KM077103		0	good	2278	23677	24483	0.026254147960179584
KM077105		0	good	2266	23677	24483	0.026254147960179584
KM077107		0	good	2282	23677	24483	0.026254147960179584
KM077106		0	good	2282	23677	24483	0.026254147960179584
KM077112		0	good	2289	23677	24483	0.026254147960179584
KM077108		0	good	2317	23677	24483	0.026254147960179584
KM077109		0	good	2285	23677	24483	0.026254147960179584
KM077110		0	good	2289	23677	24483	0.026254147960179584
KM077111		0	good	2289	23677	24483	0.026254147960179584
KM077113		0	good	2281	23677	24483	0.026254147960179584
KM077114		0	good	2265	23677	24483	0.026254147960179584
KM077115		0	good	2269	23677	24483	0.026254147960179584
KM077116		0	good	2269	23677	24483	0.026254147960179584
KM077118		0	good	2273	23677	24483	0.026254147960179584
KM077117		0	good	2269	23677	24483	0.026254147960179584
KM077119		0	good	2277	23677	24483	0.026254147960179584
KM077120		0	good	2259	23677	24483	0.026254147960179584
KJ958219		4	good	90768	1	30738	1
KM077121		0	good	2265	23677	24483	0.026254147960179584
KM077123		0	good	2273	23677	24483	0.026254147960179584
KM077122		0	good	2277	23677	24483	0.026254147960179584
KM077125		0	good	2265	23677	24483	0.026254147960179584
KM077126		0	good	2274	23677	24483	0.026254147960179584
KM077124		0	good	2269	23677	24483	0.026254147960179584
KJ958218		4	good	90752	1	30738	1
KM077127		0	good	2278	23677	24483	0.026254147960179584
KM676096		0	good	1064	15156	15515	0.011711887565879368
KM676097		0	good	1076	15156	15515	0.011711887565879368
KM676094		0	good	1076	15156	15515	0.011711887565879368
KM676093		0	good	1076	15156	15515	0.011711887565879368
KM676095		0	good	1076	15156	15515	0.011711887565879368
KM676101		0	good	1064	15156	15515	0.011711887565879368
KM676098		0	good	1068	15156	15515	0.011711887565879368
KM676102		0	good	1064	15156	15515	0.011711887565879368
KM676099		0	good	1064	15156	15515	0.011711887565879368
KM676100		0	good	1064	15156	15515	0.011711887565879368
KM676106		0	good	1064	15156	15515	0.011711887565879368
KM676108		0	good	1064	15156	15515	0.011711887565879368
KM676103		0	good	1068	15156	15515	0.011711887565879368
KM676104		0	good	1068	15156	15515	0.011711887565879368
KM676105		0	good	1053	15156	15773	0.020105406988092916
KM676107		0	good	1068	15156	15515	0.011711887565879368
KM676109		0	good	1076	15156	15515	0.011711887565879368
KM676111		0	good	1064	15156	15515	0.011711887565879368
KM676110		0	good	1056	15156	15515	0.011711887565879368
KM676112		0	good	1080	15156	15515	0.011711887565879368
KM676113		0	good	1072	15156	15515	0.011711887565879368
KM676114		0	good	1064	15156	15515	0.011711887565879368
KM676115		0	good	1076	15156	15515	0.011711887565879368
KM676116		0	good	1080	15156	15515	0.011711887565879368
KM676120		0	good	1068	15156	15515	0.011711887565879368
KM676117		0	good	1076	15156	15515	0.011711887565879368
KM676119		0	good	1076	15156	15515	0.011711887565879368
KM676118		0	good	1076	15156	15515	0.011711887565879368
KM676122		0	good	1076	15156	15515	0.011711887565879368
KM676121		0	good	1064	15156	15515	0.011711887565879368
KM676124		0	good	1060	15156	15515	0.011711887565879368
KM676123		0	good	1072	15156	15515	0.011711887565879368
KM676125		0	good	1068	15156	15515	0.011711887565879368
KM676127		0	good	1064	15156	15515	0.011711887565879368
KP112159							
KM676126		0	good	1072	15156	15515	0.011711887565879368
KM676128		0	good	1068	15156	15515	0.011711887565879368
KP112161							
KM676129		0	good	1072	15156	15515	0.011711887565879368
KM676130		0	good	1072	15156	15515	0.011711887565879368
KM676131		0	good	1076	15156	15515	0.011711887565879368
KM676132		0	good	1076	15156	15515	0.011711887565879368
KP112163		4	good	1316	15142	15775	0.02062593532435422
KP112162		16	good	1911	14905	22079	0.23342442579217906
KP112164		4	good	1279	15120	15728	0.01981260979894593
KP113656		0	good	1813	29374	30000	0.0203982041772399
KP128899							
KP112167		4	good	1306	15142	15772	0.020528336261305225
KP113657		25	good	1192	29551	29994	0.01444466133125122
KP112165		4	good	1892	14901	16635	0.05644479146333529
KP128900		0	good	2000	29326	29997	0.021862190122974818
KP128901		0	good	2000	29326	29997	0.021862190122974818
KP112168		16	good	1897	14884	22761	0.25629513956666017
KP112158		4	good	468	14943	19539	0.14955429761207625
KP128902		0	good	2000	29326	29997	0.021862190122974818
KP128903		0	good	1992	29326	29997	0.021862190122974818
KP128905		0	good	2016	29326	29997	0.021862190122974818
KP112160		4	good	472	14943	19539	0.14955429761207625
KP128904		0	good	1996	29326	29997	0.021862190122974818
KP128906		0	good	2012	29326	29997	0.021862190122974818
KP128910		0	good	1996	29326	29997	0.021862190122974818
KP128908		0	good	1940	29326	29997	0.021862190122974818
KP128909		0	good	2000	29326	29997	0.021862190122974818
KP128907		0	good	2008	29326	29997	0.021862190122974818
KP128914		0	good	1976	29326	29997	0.021862190122974818
KP128912		0	good	2008	29326	29997	0.021862190122974818
KP128913		0	good	2000	29326	29997	0.021862190122974818
KP128911		0	good	2016	29326	29997	0.021862190122974818
KP112166		4	good	1316	15142	19107	0.12902596135077105
KP128915		0	good	1972	29326	29997	0.021862190122974818
KR055576		0	good	3425	6169	7329	0.0377057713579283
KP347637		0	good	1027	15147	15515	0.012004684755026352
KR055578		0	good	3431	6169	7329	0.03777083739996096
KR055577		0	good	3431	6169	7329	0.03777083739996096
KR055579		0	good	3431	6169	7329	0.03777083739996096
KR055580		0	good	3362	6192	7329	0.037022577916585336
KR055581		0	good	3431	6169	7329	0.03777083739996096
KR055582		0	good	3366	6192	7329	0.037022577916585336
KR055583		0	good	3419	6169	7329	0.03777083739996096
KR055585		0	good	3427	6169	7329	0.03777083739996096
KR055584		0	good	3431	6169	7329	0.03777083739996096
KR055588		0	good	3427	6169	7329	0.03777083739996096
KR055586		0	good	3431	6169	7329	0.03777083739996096
KR055587		0	good	3431	6169	7329	0.03777083739996096
KP198611		16	good	90852	2	30738	0.9999674669789836
KR055592		0	good	3427	6169	7329	0.03777083739996096
KR055589		0	good	3431	6169	7329	0.03777083739996096
KR055591		0	good	3431	6169	7329	0.03777083739996096
KP198610		16	good	90808	2	30738	0.9999674669789836
KR055590		0	good	3431	6169	7329	0.03777083739996096
KR055593		0	good	3431	6169	7329	0.03777083739996096
KR055594		0	good	3431	6169	7329	0.03777083739996096
KR055599		0	good	3968	29104	30447	0.043724380245949636
KR055595		0	good	3431	6169	7329	0.03777083739996096
KR055600		0	good	3976	29104	30447	0.043724380245949636
KR055601		0	good	3976	29104	30447	0.043724380245949636
KR055597		0	good	3427	6169	7329	0.03777083739996096
KR055602		0	good	3964	29104	30447	0.043724380245949636
KR055604		0	good	3980	29104	30447	0.043724380245949636
KR055596		0	good	2927	6231	7223	0.032305289869217255
KR055603		0	good	3972	29104	30447	0.043724380245949636
KR055606		0	good	3964	29104	30447	0.043724380245949636
KR055605		0	good	3980	29104	30447	0.043724380245949636
KR055598		0	good	3427	6169	7329	0.03777083739996096
KR055607		0	good	3968	29104	30447	0.043724380245949636
KR055609		0	good	3976	29104	30447	0.043724380245949636
KR055612		0	good	3976	29104	30447	0.043724380245949636
KR055608		0	good	3980	29104	30447	0.043724380245949636
KR055610		0	good	3976	29104	30447	0.043724380245949636
KR055614		0	good	3972	29104	30447	0.043724380245949636
KR055611		0	good	3980	29104	30447	0.043724380245949636
KR055613		0	good	3968	29104	30447	0.043724380245949636
KR055618		0	good	3976	29104	30447	0.043724380245949636
KR055615		0	good	3968	29104	30447	0.043724380245949636
KR055620		0	good	3968	29104	30447	0.043724380245949636
KR055616		0	good	3980	29104	30447	0.043724380245949636
KR055621		0	good	3968	29104	30447	0.043724380245949636
KR055619		0	good	3972	29104	30447	0.043724380245949636
KR055617		0	good	3976	29104	30447	0.043724380245949636
KR055622		0	good	2400	24037	24884	0.027588001821849176
KR055625		0	good	2329	24055	24873	0.02664454421237556
KR055623		0	good	2428	24037	24884	0.027588001821849176
KR055624		0	good	2408	24037	24884	0.027588001821849176
KR055626		0	good	2408	24037	24884	0.027588001821849176
KR055628		0	good	2408	24037	24884	0.027588001821849176
KR055627		0	good	2408	24037	24884	0.027588001821849176
KR055629		0	good	2420	24037	24884	0.027588001821849176
KR055630		0	good	2321	24055	24873	0.02664454421237556
KR055633		0	good	2428	24037	24884	0.027588001821849176
KR055631		0	good	2432	24037	24884	0.027588001821849176
KR055635		0	good	2408	24037	24884	0.027588001821849176
KR055632		0	good	2420	24037	24884	0.027588001821849176
KR055634		0	good	2321	24055	24873	0.02664454421237556
KR055636		0	good	2408	24037	24884	0.027588001821849176
KR055637		0	good	2337	24055	24873	0.02664454421237556
KR055639		0	good	2408	24037	24884	0.027588001821849176
KR055640		0	good	2424	24037	24884	0.027588001821849176
KR055638		0	good	2436	24037	24884	0.027588001821849176
KR055641		0	good	2436	24037	24884	0.027588001821849176
KR055642		0	good	2408	24037	24884	0.027588001821849176
KR055643		0	good	2420	24037	24884	0.027588001821849176
KR607986		0	good	1959	24223	24903	0.022154987312121805
KR055644		0	good	2416	24037	24884	0.027588001821849176
KR607985		0	good	1971	24223	24903	0.022154987312121805
KR607987		0	good	1971	24223	24903	0.022154987312121805
KR607989		0	good	1971	24223	24903	0.022154987312121805
KR607988		0	good	1979	24223	24903	0.022154987312121805
KU745533		0	good	11709	23644	27729	0.1329299238727308
KU745534		0	good	11705	23644	27729	0.1329299238727308
KU745535		0	good	11709	23644	27729	0.1329299238727308
KU745539		0	good	11705	23644	27729	0.1329299238727308
KU745536		0	good	11697	23644	27729	0.1329299238727308
KU745537		0	good	11709	23644	27729	0.1329299238727308
KU745538		0	good	11705	23644	27729	0.1329299238727308
KU745543		0	good	11701	23644	27729	0.1329299238727308
KU745540		4	good	11835	23644	27729	0.1329299238727308
KU745541		4	good	11827	23644	27729	0.1329299238727308
KU745542		0	good	11814	23644	27729	0.1329299238727308
KU745546		4	good	11827	23644	27729	0.1329299238727308
KU745544		0	good	11701	23644	27729	0.1329299238727308
KU745545		0	good	11705	23644	27729	0.1329299238727308
KU131570		16	good	90664	1	30738	1
KU745549		0	good	8313	13318	16100	0.09053939748845077
KU745547		0	good	11709	23644	27729	0.1329299238727308
KU745548		0	good	11709	23644	27729	0.1329299238727308
KU745550		0	good	8313	13318	16100	0.09053939748845077
KU745551		0	good	8309	13318	16100	0.09053939748845077
KU745553		0	good	8313	13318	16100	0.09053939748845077
KU745552		0	good	8309	13318	16100	0.09053939748845077
KU745554		0	good	8297	13318	16100	0.09053939748845077
KU745555		0	good	8309	13318	16100	0.09053939748845077
KU745557		0	good	8313	13318	16100	0.09053939748845077
KU745556		0	good	8309	13318	16100	0.09053939748845077
KU745558		0	good	8309	13318	16100	0.09053939748845077
KU745562		0	good	8317	13318	16100	0.09053939748845077
KU745559		0	good	8317	13318	16100	0.09053939748845077
KU745565		0	good	3973	29104	30450	0.043821979308998636
KU745563		0	good	8309	13318	16100	0.09053939748845077
KU745561		0	good	8313	13318	16100	0.09053939748845077
KU745560		0	good	8313	13318	16100	0.09053939748845077
KU745566		0	good	3977	29104	30450	0.043821979308998636
KU745567		0	good	3977	29104	30450	0.043821979308998636
KU745569		0	good	3973	29104	30450	0.043821979308998636
KU745568		0	good	3977	29104	30450	0.043821979308998636
KU745570		0	good	3973	29104	30450	0.043821979308998636
KU745564		0	good	8301	13318	16100	0.09053939748845077
KU745571		0	good	3973	29104	30450	0.043821979308998636
KU745572		0	good	3957	29104	30450	0.043821979308998636
KU745578		0	good	3965	29104	30450	0.043821979308998636
KU745576		0	good	3973	29104	30450	0.043821979308998636
KU745579		0	good	3969	29104	30450	0.043821979308998636
KU745575		0	good	3973	29104	30450	0.043821979308998636
KU745573		0	good	3961	29104	30450	0.043821979308998636
KU745577		0	good	3973	29104	30450	0.043821979308998636
KU745580		0	good	3973	29104	30450	0.043821979308998636
KU745574		0	good	3969	29104	30450	0.043821979308998636
KX426263		0	good	497	28921	29091	0.0055631465937927
KX447776		0	good	7078	24865	27337	0.08045416097338799
KX447782		25	good	7194	24865	27337	0.08045416097338799
KX447781		0	good	7102	24865	27337	0.08045416097338799
KX447780		4	good	7096	24865	27337	0.08045416097338799
KX447778		0	good	7178	24865	27337	0.08045416097338799
KX447779		0	good	7106	24865	27337	0.08045416097338799
KX447777		0	good	7106	24865	27337	0.08045416097338799
KX447785		0	good	7106	24865	27337	0.08045416097338799
KX447787		0	good	7090	24865	27337	0.08045416097338799
KX447783		0	good	7178	24865	27337	0.08045416097338799
KX447788		25	good	7074	24865	27337	0.08045416097338799
KX447786		0	good	7090	24865	27337	0.08045416097338799
KX447784		0	good	7098	24865	27337	0.08045416097338799
