accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors
FW584493	FW584493.1	GenBank		FW584493			XXXX-XX-XX	2011-02-28	2011-04-01	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584494	FW584494.1	GenBank		FW584494			XXXX-XX-XX	2011-02-28	2011-04-01	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584495	FW584495.1	GenBank		FW584495			XXXX-XX-XX	2011-02-28	2011-04-01	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584496	FW584496.1	GenBank		FW584496			XXXX-XX-XX	2011-02-28	2011-04-01	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584497	FW584497.1	GenBank		FW584497			XXXX-XX-XX	2011-02-28	2011-04-01	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584498	FW584498.1	GenBank		FW584498			XXXX-XX-XX	2011-02-28	2011-04-01	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584499	FW584499.1	GenBank		FW584499			XXXX-XX-XX	2011-02-28	2011-04-01	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584500	FW584500.1	GenBank		FW584500			XXXX-XX-XX	2011-02-28	2011-04-01	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584501	FW584501.1	GenBank		FW584501			XXXX-XX-XX	2011-02-28	2011-04-01	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584502	FW584502.1	GenBank		FW584502			XXXX-XX-XX	2011-02-28	2011-04-01	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584503	FW584503.1	GenBank		FW584503			XXXX-XX-XX	2011-02-28	2011-04-01	208					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584504	FW584504.1	GenBank		FW584504			XXXX-XX-XX	2011-02-28	2011-04-01	208					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584505	FW584505.1	GenBank		FW584505			XXXX-XX-XX	2011-02-28	2011-04-01	208					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584506	FW584506.1	GenBank		FW584506			XXXX-XX-XX	2011-02-28	2011-04-01	208					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584507	FW584507.1	GenBank		FW584507			XXXX-XX-XX	2011-02-28	2011-04-01	18					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584508	FW584508.1	GenBank		FW584508			XXXX-XX-XX	2011-02-28	2011-04-01	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584509	FW584509.1	GenBank		FW584509			XXXX-XX-XX	2011-02-28	2011-04-01	24					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584510	FW584510.1	GenBank		FW584510			XXXX-XX-XX	2011-02-28	2011-04-01	27					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584511	FW584511.1	GenBank		FW584511			XXXX-XX-XX	2011-02-28	2011-04-01	21					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584512	FW584512.1	GenBank		FW584512			XXXX-XX-XX	2011-02-28	2011-04-01	21					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584513	FW584513.1	GenBank		FW584513			XXXX-XX-XX	2011-02-28	2011-04-01	28					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584514	FW584514.1	GenBank		FW584514			XXXX-XX-XX	2011-02-28	2011-04-01	27					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584515	FW584515.1	GenBank		FW584515			XXXX-XX-XX	2011-02-28	2011-04-01	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584516	FW584516.1	GenBank		FW584516			XXXX-XX-XX	2011-02-28	2011-04-01	23					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584517	FW584517.1	GenBank		FW584517			XXXX-XX-XX	2011-02-28	2011-04-01	23					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584518	FW584518.1	GenBank		FW584518			XXXX-XX-XX	2011-02-28	2011-04-01	24					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584519	FW584519.1	GenBank		FW584519			XXXX-XX-XX	2011-02-28	2011-04-01	16					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584520	FW584520.1	GenBank		FW584520			XXXX-XX-XX	2011-02-28	2011-04-01	17					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584521	FW584521.1	GenBank		FW584521			XXXX-XX-XX	2011-02-28	2011-04-01	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584522	FW584522.1	GenBank		FW584522			XXXX-XX-XX	2011-02-28	2011-04-01	16					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584523	FW584523.1	GenBank		FW584523			XXXX-XX-XX	2011-02-28	2011-04-01	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584524	FW584524.1	GenBank		FW584524			XXXX-XX-XX	2011-02-28	2011-04-01	14					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584525	FW584525.1	GenBank		FW584525			XXXX-XX-XX	2011-02-28	2011-04-01	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584526	FW584526.1	GenBank		FW584526			XXXX-XX-XX	2011-02-28	2011-04-01	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584527	FW584527.1	GenBank		FW584527			XXXX-XX-XX	2011-02-28	2011-04-01	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584528	FW584528.1	GenBank		FW584528			XXXX-XX-XX	2011-02-28	2011-04-01	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584529	FW584529.1	GenBank		FW584529			XXXX-XX-XX	2011-02-28	2011-04-01	13					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584530	FW584530.1	GenBank		FW584530			XXXX-XX-XX	2011-02-28	2011-04-01	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584531	FW584531.1	GenBank		FW584531			XXXX-XX-XX	2011-02-28	2011-04-01	19					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584532	FW584532.1	GenBank		FW584532			XXXX-XX-XX	2011-02-28	2011-04-01	17					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584533	FW584533.1	GenBank		FW584533			XXXX-XX-XX	2011-02-28	2011-04-01	14					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584534	FW584534.1	GenBank		FW584534			XXXX-XX-XX	2011-02-28	2011-04-01	17					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584535	FW584535.1	GenBank		FW584535			XXXX-XX-XX	2011-02-28	2011-04-01	14					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584536	FW584536.1	GenBank		FW584536			XXXX-XX-XX	2011-02-28	2011-04-01	16					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
FW584537	FW584537.1	GenBank		FW584537			XXXX-XX-XX	2011-02-28	2011-04-01	19					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115571	GN115571.1	GenBank		GN115571			XXXX-XX-XX	2009-04-17	2009-04-17	21					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115572	GN115572.1	GenBank		GN115572			XXXX-XX-XX	2009-04-17	2009-04-17	21					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115573	GN115573.1	GenBank		GN115573			XXXX-XX-XX	2009-04-17	2009-04-17	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115574	GN115574.1	GenBank		GN115574			XXXX-XX-XX	2009-04-17	2009-04-17	21					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115575	GN115575.1	GenBank		GN115575			XXXX-XX-XX	2009-04-17	2009-04-17	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115576	GN115576.1	GenBank		GN115576			XXXX-XX-XX	2009-04-17	2009-04-17	21					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115577	GN115577.1	GenBank		GN115577			XXXX-XX-XX	2009-04-17	2009-04-17	21					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115578	GN115578.1	GenBank		GN115578			XXXX-XX-XX	2009-04-17	2009-04-17	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115579	GN115579.1	GenBank		GN115579			XXXX-XX-XX	2009-04-17	2009-04-17	19					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115580	GN115580.1	GenBank		GN115580			XXXX-XX-XX	2009-04-17	2009-04-17	19					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115581	GN115581.1	GenBank		GN115581			XXXX-XX-XX	2009-04-17	2009-04-17	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115582	GN115582.1	GenBank		GN115582			XXXX-XX-XX	2009-04-17	2009-04-17	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115592	GN115592.1	GenBank		GN115592			XXXX-XX-XX	2009-04-17	2009-04-17	4333					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115593	GN115593.1	GenBank		GN115593			XXXX-XX-XX	2009-04-17	2009-04-17	1656					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115595	GN115595.1	GenBank		GN115595			XXXX-XX-XX	2009-04-17	2009-04-17	1716					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115597	GN115597.1	GenBank		GN115597			XXXX-XX-XX	2009-04-17	2009-04-17	4333					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115598	GN115598.1	GenBank		GN115598			XXXX-XX-XX	2009-04-17	2009-04-17	1812					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115600	GN115600.1	GenBank		GN115600			XXXX-XX-XX	2009-04-17	2009-04-17	1776					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115602	GN115602.1	GenBank		GN115602			XXXX-XX-XX	2009-04-17	2009-04-17	4335					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115603	GN115603.1	GenBank		GN115603			XXXX-XX-XX	2009-04-17	2009-04-17	1716					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115605	GN115605.1	GenBank		GN115605			XXXX-XX-XX	2009-04-17	2009-04-17	1716					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115607	GN115607.1	GenBank		GN115607			XXXX-XX-XX	2009-04-17	2009-04-17	4394					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115608	GN115608.1	GenBank		GN115608			XXXX-XX-XX	2009-04-17	2009-04-17	1716					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115610	GN115610.1	GenBank		GN115610			XXXX-XX-XX	2009-04-17	2009-04-17	1716					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115612	GN115612.1	GenBank		GN115612			XXXX-XX-XX	2009-04-17	2009-04-17	2472					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115613	GN115613.1	GenBank		GN115613			XXXX-XX-XX	2009-04-17	2009-04-17	1656					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115615	GN115615.1	GenBank		GN115615			XXXX-XX-XX	2009-04-17	2009-04-17	1656					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115617	GN115617.1	GenBank		GN115617			XXXX-XX-XX	2009-04-17	2009-04-17	15646					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115618	GN115618.1	GenBank		GN115618			XXXX-XX-XX	2009-04-17	2009-04-17	1656					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115620	GN115620.1	GenBank		GN115620			XXXX-XX-XX	2009-04-17	2009-04-17	1716					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115622	GN115622.1	GenBank		GN115622			XXXX-XX-XX	2009-04-17	2009-04-17	15654					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115623	GN115623.1	GenBank		GN115623			XXXX-XX-XX	2009-04-17	2009-04-17	1655					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115625	GN115625.1	GenBank		GN115625			XXXX-XX-XX	2009-04-17	2009-04-17	1716					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115627	GN115627.1	GenBank		GN115627			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115628	GN115628.1	GenBank		GN115628			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115629	GN115629.1	GenBank		GN115629			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115630	GN115630.1	GenBank		GN115630			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115631	GN115631.1	GenBank		GN115631			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115632	GN115632.1	GenBank		GN115632			XXXX-XX-XX	2009-04-17	2009-04-17	137					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115633	GN115633.1	GenBank		GN115633			XXXX-XX-XX	2009-04-17	2009-04-17	137					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115634	GN115634.1	GenBank		GN115634			XXXX-XX-XX	2009-04-17	2009-04-17	137					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115635	GN115635.1	GenBank		GN115635			XXXX-XX-XX	2009-04-17	2009-04-17	137					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115636	GN115636.1	GenBank		GN115636			XXXX-XX-XX	2009-04-17	2009-04-17	137					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115637	GN115637.1	GenBank		GN115637			XXXX-XX-XX	2009-04-17	2009-04-17	210					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115638	GN115638.1	GenBank		GN115638			XXXX-XX-XX	2009-04-17	2009-04-17	210					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115639	GN115639.1	GenBank		GN115639			XXXX-XX-XX	2009-04-17	2009-04-17	210					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115640	GN115640.1	GenBank		GN115640			XXXX-XX-XX	2009-04-17	2009-04-17	210					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115641	GN115641.1	GenBank		GN115641			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115642	GN115642.1	GenBank		GN115642			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115643	GN115643.1	GenBank		GN115643			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115644	GN115644.1	GenBank		GN115644			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115645	GN115645.1	GenBank		GN115645			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115646	GN115646.1	GenBank		GN115646			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115647	GN115647.1	GenBank		GN115647			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115648	GN115648.1	GenBank		GN115648			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115649	GN115649.1	GenBank		GN115649			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115650	GN115650.1	GenBank		GN115650			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115651	GN115651.1	GenBank		GN115651			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115652	GN115652.1	GenBank		GN115652			XXXX-XX-XX	2009-04-17	2009-04-17	180					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115653	GN115653.1	GenBank		GN115653			XXXX-XX-XX	2009-04-17	2009-04-17	208					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115654	GN115654.1	GenBank		GN115654			XXXX-XX-XX	2009-04-17	2009-04-17	208					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115655	GN115655.1	GenBank		GN115655			XXXX-XX-XX	2009-04-17	2009-04-17	208					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115656	GN115656.1	GenBank		GN115656			XXXX-XX-XX	2009-04-17	2009-04-17	208					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115657	GN115657.1	GenBank		GN115657			XXXX-XX-XX	2009-04-17	2009-04-17	18					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115658	GN115658.1	GenBank		GN115658			XXXX-XX-XX	2009-04-17	2009-04-17	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115659	GN115659.1	GenBank		GN115659			XXXX-XX-XX	2009-04-17	2009-04-17	24					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115660	GN115660.1	GenBank		GN115660			XXXX-XX-XX	2009-04-17	2009-04-17	27					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115661	GN115661.1	GenBank		GN115661			XXXX-XX-XX	2009-04-17	2009-04-17	21					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115662	GN115662.1	GenBank		GN115662			XXXX-XX-XX	2009-04-17	2009-04-17	21					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115663	GN115663.1	GenBank		GN115663			XXXX-XX-XX	2009-04-17	2009-04-17	28					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115664	GN115664.1	GenBank		GN115664			XXXX-XX-XX	2009-04-17	2009-04-17	27					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115665	GN115665.1	GenBank		GN115665			XXXX-XX-XX	2009-04-17	2009-04-17	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115666	GN115666.1	GenBank		GN115666			XXXX-XX-XX	2009-04-17	2009-04-17	23					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115667	GN115667.1	GenBank		GN115667			XXXX-XX-XX	2009-04-17	2009-04-17	23					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115668	GN115668.1	GenBank		GN115668			XXXX-XX-XX	2009-04-17	2009-04-17	24					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115669	GN115669.1	GenBank		GN115669			XXXX-XX-XX	2009-04-17	2009-04-17	16					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115670	GN115670.1	GenBank		GN115670			XXXX-XX-XX	2009-04-17	2009-04-17	17					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115671	GN115671.1	GenBank		GN115671			XXXX-XX-XX	2009-04-17	2009-04-17	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115672	GN115672.1	GenBank		GN115672			XXXX-XX-XX	2009-04-17	2009-04-17	16					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115673	GN115673.1	GenBank		GN115673			XXXX-XX-XX	2009-04-17	2009-04-17	20					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115674	GN115674.1	GenBank		GN115674			XXXX-XX-XX	2009-04-17	2009-04-17	14					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115675	GN115675.1	GenBank		GN115675			XXXX-XX-XX	2009-04-17	2009-04-17	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115676	GN115676.1	GenBank		GN115676			XXXX-XX-XX	2009-04-17	2009-04-17	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115677	GN115677.1	GenBank		GN115677			XXXX-XX-XX	2009-04-17	2009-04-17	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115678	GN115678.1	GenBank		GN115678			XXXX-XX-XX	2009-04-17	2009-04-17	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115679	GN115679.1	GenBank		GN115679			XXXX-XX-XX	2009-04-17	2009-04-17	13					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115680	GN115680.1	GenBank		GN115680			XXXX-XX-XX	2009-04-17	2009-04-17	15					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115681	GN115681.1	GenBank		GN115681			XXXX-XX-XX	2009-04-17	2009-04-17	19					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115682	GN115682.1	GenBank		GN115682			XXXX-XX-XX	2009-04-17	2009-04-17	17					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115683	GN115683.1	GenBank		GN115683			XXXX-XX-XX	2009-04-17	2009-04-17	14					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115684	GN115684.1	GenBank		GN115684			XXXX-XX-XX	2009-04-17	2009-04-17	17					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115685	GN115685.1	GenBank		GN115685			XXXX-XX-XX	2009-04-17	2009-04-17	14					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115686	GN115686.1	GenBank		GN115686			XXXX-XX-XX	2009-04-17	2009-04-17	16					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN115687	GN115687.1	GenBank		GN115687			XXXX-XX-XX	2009-04-17	2009-04-17	19					Lina,B.,Terrier,O.,Thouvenot,D.F.					Lina et al.
GN353678	GN353678.1	GenBank		GN353678			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353679	GN353679.1	GenBank		GN353679			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353680	GN353680.1	GenBank		GN353680			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353681	GN353681.1	GenBank		GN353681			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353682	GN353682.1	GenBank		GN353682			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353683	GN353683.1	GenBank		GN353683			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353684	GN353684.1	GenBank		GN353684			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353685	GN353685.1	GenBank		GN353685			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353686	GN353686.1	GenBank		GN353686			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353687	GN353687.1	GenBank		GN353687			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353688	GN353688.1	GenBank		GN353688			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353689	GN353689.1	GenBank		GN353689			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353690	GN353690.1	GenBank		GN353690			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GN353691	GN353691.1	GenBank		GN353691			XXXX-XX-XX	2009-05-12	2009-05-12	60					Baptista,C.S.,Wu,X.,Munroe,D.J.					Baptista et al.
GU187338	GU187338.1	GenBank		GU187338	Europe		2009-XX-XX	2009-12-16	2009-12-16	1656	Homo sapiens				Le Bayon,J.-C.,Terrier,O.,Rosa-Calatrava,M.	Faculte de Medecine Laennec, Universite Claude Bernard Lyon1, FRE3011 CNRS VIrPath	France	France		Le Bayon et al.
HB383923	HB383923.1	GenBank		HB383923			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383924	HB383924.1	GenBank		HB383924			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383925	HB383925.1	GenBank		HB383925			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383926	HB383926.1	GenBank		HB383926			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383927	HB383927.1	GenBank		HB383927			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383928	HB383928.1	GenBank		HB383928			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383929	HB383929.1	GenBank		HB383929			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383930	HB383930.1	GenBank		HB383930			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383931	HB383931.1	GenBank		HB383931			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383932	HB383932.1	GenBank		HB383932			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383933	HB383933.1	GenBank		HB383933			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383934	HB383934.1	GenBank		HB383934			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
